id,popularity,runtime,vote_average,vote_count,,,,,
,62.479574,97,6.7,1247,,,,,
,167.93287,141,7.6,7268,,,,,
,37.68056,136,6.5,1770,,,,,
,1.004579,104,3.7,16,,,,,
,52.995628,118,6.1,1485,,,,,
,95.301296,155,7.9,5439,,,,,
,65.948959,145,7.1,2608,,,,,
,132.397737,161,7.4,5815,,,,,
,88.935165,144,7.3,3855,,,,,
,51.188633,119,5.6,1243,,,,,
,101.74155,137,7.7,4185,,,,,
,33.691694,140,6.5,1344,,,,,
,42.361215,157,7.4,1502,,,,,
,38.729418,141,6.8,1116,,,,,
,40.597856,106,6.2,954,,,,,
,32.389353,98,5.4,1060,,,,,
,24.399642,107,6.1,1383,,,,,
,24.507987,115,5.6,543,,,,,
,82.121691,165,7.8,10099,,,,,
,46.727941,91,6.8,1129,,,,,
,51.113717,78,7.2,1490,,,,,
,53.732892,103,6.1,2896,,,,,
,58.849256,131,6.4,1926,,,,,
,30.863434,104,4.9,967,,,,,
,31.586215,101,6.4,572,,,,,
,36.711378,102,6.4,1121,,,,,
,41.426678,103,6,1699,,,,,
,20.652943,121,5.5,482,,,,,
,52.792678,143,7.3,2281,,,,,
,95.007934,180,7.9,6571,,,,,
,48.205606,121,5.2,1498,,,,,
,58.782359,129,6.7,1560,,,,,
,73.872343,172,6.6,2977,,,,,
,37.321848,97,6.5,703,,,,,
,32.271938,104,4.2,808,,,,,
,76.842247,99,5.6,1680,,,,,
,38.924136,95,7.2,948,,,,,
,19.38841,102,5.3,381,,,,,
,61.025639,127,6.1,1795,,,,,
,33.507289,114,5.5,783,,,,,
,17.815595,94,3.6,338,,,,,
,50.767332,122,6.5,1276,,,,,
,12.092241,95,4.4,142,,,,,
,30.254021,115,6.4,717,,,,,
,34.308098,88,6.5,604,,,,,
,3.091077,110,7.1,73,,,,,
,41.862983,130,6,2206,,,,,
,46.160048,167,7.1,1910,,,,,
,12.516546,145,7.1,187,,,,,
,23.230851,85,5.9,601,,,,,
,19.224754,93,5.4,334,,,,,
,44.455166,144,7.2,1811,,,,,
,16.460356,85,5.6,578,,,,,
,109.528572,126,7.3,3885,,,,,
,18.325897,146,5.4,426,,,,,
,37.054554,89,7,858,,,,,
,65.229868,88,6.2,2672,,,,,
,101.187052,105,6.7,2374,,,,,
,29.257137,136,6.6,1065,,,,,
,85.688789,100,7.6,6122,,,,,
,123.630332,201,8.1,8064,,,,,
,106.914973,179,8,7487,,,,,
,63.628459,102,5.2,957,,,,,
,41.498631,100,5.7,2192,,,,,
,58.991388,119,5.9,2295,,,,,
,1.859364,92,5.7,2077,,,,,
,138.433168,105,7,4347,,,,,
,21.436682,95,6.3,572,,,,,
,65.402595,98,5.2,3493,,,,,
,10.660441,137,5.8,106,,,,,
,77.817571,115,7.4,5152,,,,,
,7.029308,119,5.7,136,,,,,
,61.121717,118,6,2010,,,,,
,104.121555,98,6.9,4412,,,,,
,73.575118,92,7.3,3806,,,,,
,37.698465,98,6.3,1165,,,,,
,35.814765,90,6.4,1054,,,,,
,15.835672,130,6.3,488,,,,,
,46.781182,90,6.5,1747,,,,,
,69.457898,94,6.5,2271,,,,,
,43.348022,114,7,3144,,,,,
,40.20395,98,5.6,1232,,,,,
,63.429157,151,7.9,4339,,,,,
,67.427755,88,7.6,2008,,,,,
,43.192048,107,6.5,1667,,,,,
,47.651083,158,7.2,2434,,,,,
,51.881077,128,6.9,2066,,,,,
,57.834787,128,7,5766,,,,,
,29.608322,125,5.3,621,,,,,
,51.548589,95,6.7,1224,,,,,
,27.867368,92,5.8,428,,,,,
,38.832842,121,6.7,1173,,,,,
,40.597344,113,5.5,1048,,,,,
,140.849495,105,5.6,2513,,,,,
,34.035114,146,6.8,1974,,,,,
,16.302378,99,5.2,466,,,,,
,55.249434,150,7.2,1308,,,,,
,28.200874,112,5.6,634,,,,,
,18.69984,128,6.2,392,,,,,
,40.262261,106,5.9,1648,,,,,
,56.811056,117,5.5,1418,,,,,
,51.535701,129,6.7,3235,,,,,
,20.913852,116,5.9,302,,,,,
,27.166757,126,6.8,579,,,,,
,16.058284,114,5.7,369,,,,,
,46.200042,96,6.5,2166,,,,,
,24.939295,131,6.9,963,,,,,
,19.836124,104,5.2,376,,,,,
,15.350451,107,5.9,290,,,,,
,15.625949,138,6.1,264,,,,,
,31.802807,129,6.6,650,,,,,
,24.100863,144,7.3,616,,,,,
,3.593349,110,5.4,50,,,,,
,14.824166,141,6.7,216,,,,,
,32.079995,113,6.1,950,,,,,
,57.739713,143,7.5,3218,,,,,
,37.272385,108,5.9,1410,,,,,
,53.213931,108,7.2,2825,,,,,
,36.38795,124,6.2,840,,,,,
,60.929352,116,7.2,3783,,,,,
,36.605246,110,5.6,924,,,,,
,56.257411,91,6.8,2566,,,,,
,29.21998,107,6.6,1449,,,,,
,34.773106,115,6.3,1345,,,,,
,9.895061,100,5.1,313,,,,,
,36.743324,104,5.8,932,,,,,
,44.967453,136,6.7,1225,,,,,
,41.207568,132,6.7,1240,,,,,
,16.479851,121,6.2,360,,,,,
,42.069993,122,6.5,1999,,,,,
,26.61951,83,6.1,656,,,,,
,80.316463,139,6.9,4663,,,,,
,41.273567,131,7.2,999,,,,,
,24.107835,104,6.4,514,,,,,
,32.044191,130,6.1,712,,,,,
,16.595874,145,7.3,652,,,,,
,8.282876,104,6.1,1705,,,,,
,19.83683,97,6.7,333,,,,,
,36.069611,178,6.9,1147,,,,,
,18.827753,108,5.5,427,,,,,
,5.159407,123,7.3,85,,,,,
,48.126297,106,5.5,1114,,,,,
,38.885195,112,7.2,2126,,,,,
,29.211255,136,5.4,516,,,,,
,17.783361,106,4.7,332,,,,,
,31.435539,88,5.4,820,,,,,
,57.673932,95,6.6,1940,,,,,
,41.176631,107,6,2104,,,,,
,13.661289,120,6.7,226,,,,,
,11.77398,82,4.9,119,,,,,
,21.218,88,5.9,1799,,,,,
,58.57976,120,6.5,1527,,,,,
,51.970905,157,7.3,2023,,,,,
,18.447479,123,5.7,595,,,,,
,109.684788,101,6.4,3012,,,,,
,77.580661,103,6,2926,,,,,
,75.290998,110,6.7,2631,,,,,
,68.550698,142,6.9,9455,,,,,
,58.040149,102,6.2,3739,,,,,
,59.113174,126,6.6,1673,,,,,
,36.32705,83,6.3,1074,,,,,
,55.659988,85,7.1,1314,,,,,
,14.132583,97,5.8,288,,,,,
,34.070054,120,5.9,855,,,,,
,44.34333,116,6.4,1526,,,,,
,26.065735,113,6.2,785,,,,,
,23.473004,87,5.4,484,,,,,
,45.589568,100,5.8,1155,,,,,
,23.496054,110,6,1051,,,,,
,16.939441,128,6.3,410,,,,,
,81.914696,138,7.8,6336,,,,,
,19.500893,88,5.3,331,,,,,
,29.558157,91,6,1333,,,,,
,46.075037,138,6.8,1583,,,,,
,23.531721,99,5.9,901,,,,,
,49.078546,117,7.3,1077,,,,,
,37.02665,117,6.3,1543,,,,,
,45.154631,115,6.5,1270,,,,,
,46.887983,118,6.3,1018,,,,,
,24.598479,154,6.7,533,,,,,
,32.363538,118,6.6,2164,,,,,
,11.50396,93,5.3,695,,,,,
,19.375768,113,5.2,369,,,,,
,36.125715,88,6.5,1288,,,,,
,25.450534,93,5.6,550,,,,,
,41.890722,104,5.2,1043,,,,,
,22.179658,135,6.5,431,,,,,
,139.575085,135,7.4,3946,,,,,
,18.264635,98,5.6,332,,,,,
,11.187696,80,5.2,220,,,,,
,41.670544,83,7.4,831,,,,,
,27.46264,102,5.3,498,,,,,
,17.455024,130,5,388,,,,,
,21.394281,129,6.2,393,,,,,
,0.605645,117,8,1,,,,,
,61.692197,89,6.7,1497,,,,,
,14.530946,74,7,292,,,,,
,25.978555,96,5.8,631,,,,,
,6.643778,114,5.9,208,,,,,
,36.788745,99,6.1,932,,,,,
,31.054334,129,5.9,893,,,,,
,21.891078,113,6.8,577,,,,,
,18.335992,90,5.2,438,,,,,
,40.138009,118,5.6,818,,,,,
,44.090535,106,6.1,1509,,,,,
,3.300061,81,6.4,47,,,,,
,20.632673,117,6.7,349,,,,,
,36.664991,89,5.9,1195,,,,,
,18.26121,145,6.9,189,,,,,
,16.681269,115,5.8,378,,,,,
,10.088006,87,5.2,133,,,,,
,7.89147,118,3,255,,,,,
,16.715631,90,5.6,297,,,,,
,9.357734,112,5.1,165,,,,,
,11.22268,116,5.4,318,,,,,
,14.564667,177,6.1,299,,,,,
,11.356079,92,5.2,305,,,,,
,52.612025,106,5.7,1316,,,,,
,13.800656,106,5.4,267,,,,,
,27.097932,94,6,639,,,,,
,10.706613,84,7.3,111,,,,,
,7.342892,110,4.8,111,,,,,
,50.561849,105,5.2,1267,,,,,
,0.719996,89,5.3,9,,,,,
,59.248437,135,7.7,3009,,,,,
,90.457886,89,8,5376,,,,,
,40.723459,94,5.8,1030,,,,,
,41.247402,95,6.4,915,,,,,
,10.083905,124,6.7,1115,,,,,
,16.759252,136,6.5,318,,,,,
,22.132418,91,4.1,604,,,,,
,10.520961,107,6.2,2028,,,,,
,35.384423,92,7.6,756,,,,,
,15.673154,99,5.7,359,,,,,
,8.981427,88,3.9,87,,,,,
,31.482872,87,5.9,3462,,,,,
,47.436675,110,5.7,1155,,,,,
,136.886704,98,7,4637,,,,,
,60.442593,145,6.7,3260,,,,,
,2.502487,129,6.2,2487,,,,,
,48.110909,86,6.6,3237,,,,,
,35.387874,109,7.4,2071,,,,,
,4.66891,104,6.8,4097,,,,,
,73.82289,110,6.4,2528,,,,,
,51.469576,136,6.9,1456,,,,,
,85.115058,91,6.5,2951,,,,,
,61.437586,99,6.6,2105,,,,,
,31.160542,117,6.5,709,,,,,
,15.761384,114,4.7,183,,,,,
,17.561955,78,4.3,318,,,,,
,71.124686,115,7.3,5487,,,,,
,38.864027,102,6,1705,,,,,
,57.753914,128,7,1910,,,,,
,13.25753,100,5.7,202,,,,,
,13.318744,124,5.9,283,,,,,
,18.70031,102,6.5,338,,,,,
,47.094369,90,5.8,1557,,,,,
,14.486311,134,6.6,284,,,,,
,18.61472,118,5.4,292,,,,,
,29.035222,164,6.9,696,,,,,
,27.055085,121,6.4,573,,,,,
,23.004607,100,5.7,772,,,,,
,48.744209,116,7.1,2265,,,,,
,14.209329,130,5.8,369,,,,,
,36.368839,91,6.3,874,,,,,
,24.353302,123,6.2,302,,,,,
,19.143321,134,5.9,311,,,,,
,13.327372,148,6.4,197,,,,,
,37.917002,110,5.7,880,,,,,
,23.663713,113,6.2,512,,,,,
,14.44381,94,6.3,313,,,,,
,10.605084,116,5,166,,,,,
,11.873856,99,6.1,221,,,,,
,12.708963,84,5.8,282,,,,,
,8.098369,93,4.3,78,,,,,
,20.374308,113,5.7,276,,,,,
,42.006908,106,6.9,1946,,,,,
,875.581305,91,6.4,4571,,,,,
,39.127082,110,5.9,1623,,,,,
,20.790703,98,5.8,327,,,,,
,18.65988,134,5.8,476,,,,,
,45.720894,97,5.9,1022,,,,,
,21.789615,112,5.4,444,,,,,
,20.199057,146,5.7,390,,,,,
,26.123705,110,6.5,513,,,,,
,12.599836,116,6.2,491,,,,,
,13.543053,87,4.9,410,,,,,
,60.722162,177,7.7,3336,,,,,
,32.227223,125,6.6,765,,,,,
,46.875375,87,6.9,2264,,,,,
,11.215702,152,6.6,188,,,,,
,8.468586,116,4.5,179,,,,,
,8.884318,109,6.9,180,,,,,
,27.491891,108,6.2,1071,,,,,
,21.462935,85,5.4,686,,,,,
,28.848187,106,6.4,1599,,,,,
,47.320801,93,6.7,2988,,,,,
,82.643036,117,6.6,3877,,,,,
,20.230535,116,5.7,455,,,,,
,46.217769,124,5.8,1424,,,,,
,36.952268,93,5.8,719,,,,,
,16.411345,117,6.4,470,,,,,
,72.595961,153,7.9,6430,,,,,
,33.648404,144,6.6,1532,,,,,
,57.69847,124,6.6,1896,,,,,
,34.052253,117,5.8,770,,,,,
,27.299301,136,6.5,1078,,,,,
,20.219385,110,5.3,409,,,,,
,42.957216,101,5.5,1217,,,,,
,29.412262,88,5.4,666,,,,,
,19.708731,138,6.7,521,,,,,
,59.428223,120,6.2,2981,,,,,
,19.711951,103,6.3,391,,,,,
,49.199234,116,5.5,1448,,,,,
,46.199482,125,7.6,1994,,,,,
,13.758526,125,6,216,,,,,
,29.505574,146,7,992,,,,,
,43.873266,118,5.8,1523,,,,,
,24.961625,139,7.1,808,,,,,
,23.25645,133,5.8,493,,,,,
,64.457947,92,6.2,2389,,,,,
,20.089933,116,6,352,,,,,
,48.032734,127,7.1,1184,,,,,
,16.92991,136,7,630,,,,,
,14.780634,111,5.2,304,,,,,
,14.086292,116,5.4,228,,,,,
,29.261348,105,5,609,,,,,
,13.267631,97,5.2,269,,,,,
,58.401204,88,6.1,1862,,,,,
,23.515938,123,6,385,,,,,
,14.244518,125,5.9,241,,,,,
,29.501489,116,6.1,695,,,,,
,9.306253,98,3.4,106,,,,,
,8.37378,91,4.3,97,,,,,
,10.930537,97,5.5,179,,,,,
,10.54544,95,5.9,228,,,,,
,6.682006,88,5.9,43,,,,,
,46.832372,133,5.1,826,,,,,
,24.664776,107,5.7,439,,,,,
,13.483387,114,4.6,180,,,,,
,44.478043,115,6.7,1659,,,,,
,25.020428,99,4.4,533,,,,,
,22.392544,124,5.9,437,,,,,
,107.069763,124,5.8,2301,,,,,
,22.572323,124,6.7,423,,,,,
,113.858273,95,7.1,6478,,,,,
,10.004564,103,5.4,222,,,,,
,68.734513,115,6.2,2463,,,,,
,18.888806,127,6.9,395,,,,,
,12.948627,121,5.7,250,,,,,
,27.11589,105,5.4,611,,,,,
,26.153669,157,7.3,481,,,,,
,28.223664,114,6.3,588,,,,,
,37.507136,128,6.5,895,,,,,
,11.023691,114,5.5,531,,,,,
,38.634767,94,5.5,1269,,,,,
,25.877794,112,6,602,,,,,
,18.59991,121,6.6,488,,,,,
,12.282911,102,5,207,,,,,
,76.041867,169,7.9,5048,,,,,
,54.81489,130,6.1,1520,,,,,
,31.39165,127,6.1,992,,,,,
,99.561972,81,7.1,3857,,,,,
,26.792794,136,5.3,567,,,,,
,36.307296,149,6.7,1429,,,,,
,104.309993,136,7.9,8907,,,,,
,68.140214,140,7.3,1599,,,,,
,14.646884,104,5.5,297,,,,,
,48.356214,157,7.1,1884,,,,,
,28.540267,119,6.3,838,,,,,
,22.977983,98,6.5,1062,,,,,
,31.086791,136,6.3,1183,,,,,
,43.865294,95,6.2,1685,,,,,
,43.055253,137,7.3,1400,,,,,
,15.772081,130,6.3,403,,,,,
,26.19909,112,6.1,588,,,,,
,22.769108,108,5.7,453,,,,,
,18.281798,104,6,238,,,,,
,24.697533,128,5.9,447,,,,,
,19.718544,117,6.5,393,,,,,
,31.349143,83,5.9,1743,,,,,
,27.870312,159,7.1,1234,,,,,
,33.439187,119,6,466,,,,,
,59.634029,105,6.7,2542,,,,,
,38.994297,103,5.9,1389,,,,,
,49.660055,123,5.7,1252,,,,,
,11.743085,114,6.4,215,,,,,
,9.110247,143,6.1,94,,,,,
,6.227675,95,5.6,1600,,,,,
,42.57877,105,6,1175,,,,,
,15.858629,120,6.5,314,,,,,
,14.866901,135,6,208,,,,,
,15.194239,101,6.1,779,,,,,
,146.757391,139,8.3,9413,,,,,
,8.629665,124,6.7,186,,,,,
,16.803457,100,5.4,269,,,,,
,2.952595,105,4.9,52,,,,,
,31.324734,92,5,687,,,,,
,20.415572,130,6.7,274,,,,,
,28.613892,97,4.8,575,,,,,
,85.428395,102,6.3,1286,,,,,
,4.137237,133,5.3,63,,,,,
,60.246978,121,6.7,1772,,,,,
,42.551902,147,7.1,1165,,,,,
,40.137264,94,5.9,979,,,,,
,24.857079,94,6.1,409,,,,,
,40.413191,127,7.6,4856,,,,,
,13.859307,191,6.5,202,,,,,
,18.832471,141,6.4,386,,,,,
,9.568884,127,5.9,145,,,,,
,12.421504,98,5.3,261,,,,,
,18.096884,116,6.1,340,,,,,
,11.056763,106,6.5,195,,,,,
,13.218008,87,4.3,242,,,,,
,11.262655,125,5.8,178,,,,,
,68.717016,167,7.6,4274,,,,,
,19.412028,93,5.9,569,,,,,
,16.791058,95,5.5,331,,,,,
,65.197968,117,7,4997,,,,,
,32.829538,115,6.1,1373,,,,,
,30.951203,115,6.9,1343,,,,,
,103.698022,189,8.2,4048,,,,,
,31.719463,100,5.6,648,,,,,
,47.973995,81,5.6,944,,,,,
,143.041543,145,7.9,5862,,,,,
,86.476817,119,7.3,3583,,,,,
,59.824565,130,6.6,1174,,,,,
,18.345613,116,6.1,205,,,,,
,56.488027,103,7.8,4537,,,,,
,29.464852,99,6.8,817,,,,,
,18.106021,92,5.6,506,,,,,
,42.881415,109,6.6,1589,,,,,
,18.735024,87,5,352,,,,,
,62.766854,110,6.6,1919,,,,,
,24.153567,101,5.9,487,,,,,
,41.515702,83,6,1272,,,,,
,26.676487,113,5.3,588,,,,,
,16.278022,107,5.9,353,,,,,
